,Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date,Exclusivity_Code,Exclusivity_Date,Patent_Duration,Exclusivity_Duration
11585,LENALIDOMIDE,CAPSULE;ORAL,REVLIMID,BRISTOL MYERS SQUIBB,25MG,N,21880,4,AB,2006-06-29,Yes,Yes,RX,BRISTOL MYERS SQUIBB,8741929,2028-03-08,,,U-1983,,"Jun 17, 2014",ODE-245,2026-05-28,21.691991786447637,19.912388774811774
11586,LENALIDOMIDE,CAPSULE;ORAL,REVLIMID,BRISTOL MYERS SQUIBB,25MG,N,21880,4,AB,2006-06-29,Yes,Yes,RX,BRISTOL MYERS SQUIBB,7465800,2027-04-27,Y,Y,,,,ODE-241,2026-05-28,20.826830937713893,19.912388774811774
11587,LENALIDOMIDE,CAPSULE;ORAL,REVLIMID,BRISTOL MYERS SQUIBB,25MG,N,21880,4,AB,2006-06-29,Yes,Yes,RX,BRISTOL MYERS SQUIBB,7465800,2027-04-27,Y,Y,,,,ODE-245,2026-05-28,20.826830937713893,19.912388774811774
11592,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11497743,2039-05-16,,,U-3495,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11593,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11497743,2039-05-16,,,U-3495,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11594,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11376246,2039-05-16,,,U-3495,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11595,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11376246,2039-05-16,,,U-3495,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11596,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11013734,2039-05-16,,,U-3495,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11597,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11013734,2039-05-16,,,U-3495,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11598,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11013733,2039-05-16,,,U-3496,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11599,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11013733,2039-05-16,,,U-3496,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11600,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,9834539,2035-09-18,Y,Y,U-3497,,"Jan 3, 2023",NCE,2027-12-01,12.796714579055442,4.999315537303217
11601,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,9834539,2035-09-18,Y,Y,U-3497,,"Jan 3, 2023",ODE-413,2029-12-01,12.796714579055442,7.000684462696783
11602,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11738018,2039-07-17,,,U-3684,,"Sep 14, 2023",NCE,2027-12-01,16.62422997946612,4.999315537303217
11603,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11738018,2039-07-17,,,U-3684,,"Sep 14, 2023",ODE-413,2029-12-01,16.62422997946612,7.000684462696783
11604,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,12275715,2035-09-18,Y,Y,U-3684,,"May 5, 2025",NCE,2027-12-01,12.796714579055442,4.999315537303217
11605,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,12275715,2035-09-18,Y,Y,U-3684,,"May 5, 2025",ODE-413,2029-12-01,12.796714579055442,7.000684462696783
11606,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10532047,2039-05-16,Y,,,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11607,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10532047,2039-05-16,Y,,,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11608,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,12053463,2039-05-16,Y,Y,,,"Aug 28, 2024",NCE,2027-12-01,16.45448323066393,4.999315537303217
11609,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,12053463,2039-05-16,Y,Y,,,"Aug 28, 2024",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11610,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10959994,2039-05-16,,Y,,,"Jan 3, 2023",NCE,2027-12-01,16.45448323066393,4.999315537303217
11611,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10959994,2039-05-16,,Y,,,"Jan 3, 2023",ODE-413,2029-12-01,16.45448323066393,7.000684462696783
11612,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10414752,2035-09-18,,Y,,,"Jan 3, 2023",NCE,2027-12-01,12.796714579055442,4.999315537303217
11613,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10414752,2035-09-18,,Y,,,"Jan 3, 2023",ODE-413,2029-12-01,12.796714579055442,7.000684462696783
11614,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10550098,2035-09-18,,Y,,,"Jan 3, 2023",NCE,2027-12-01,12.796714579055442,4.999315537303217
11615,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,10550098,2035-09-18,,Y,,,"Jan 3, 2023",ODE-413,2029-12-01,12.796714579055442,7.000684462696783
11616,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11723905,2039-11-12,,Y,,,"Sep 14, 2023",NCE,2027-12-01,16.947296372347708,4.999315537303217
11617,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11723905,2039-11-12,,Y,,,"Sep 14, 2023",ODE-413,2029-12-01,16.947296372347708,7.000684462696783
11618,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11498913,2035-09-18,,Y,,,"Jan 3, 2023",NCE,2027-12-01,12.796714579055442,4.999315537303217
11619,OLUTASIDENIB,CAPSULE;ORAL,REZLIDHIA,RIGEL PHARMS,150MG,N,215814,1,,2022-12-01,Yes,Yes,RX,RIGEL PHARMACEUTICALS INC,11498913,2035-09-18,,Y,,,"Jan 3, 2023",ODE-413,2029-12-01,12.796714579055442,7.000684462696783
11687,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,14MG,N,219304,1,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,11679110,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11688,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,14MG,N,219304,1,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,11103507,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11689,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,14MG,N,219304,1,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,12285430,2039-12-23,,,U-4145,,"May 2, 2025",NCE,2030-02-14,14.85284052019165,4.999315537303217
11690,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,14MG,N,219304,1,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,9181223,2034-03-14,Y,Y,,,"Mar 5, 2025",NCE,2030-02-14,9.075975359342916,4.999315537303217
11691,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,20MG,N,219304,2,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,11679110,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11692,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,20MG,N,219304,2,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,11103507,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11693,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,20MG,N,219304,2,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,12285430,2039-12-23,,,U-4145,,"May 2, 2025",NCE,2030-02-14,14.85284052019165,4.999315537303217
11694,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,20MG,N,219304,2,,2025-02-14,Yes,No,RX,DECIPHERA PHARMACEUTICALS LLC,9181223,2034-03-14,Y,Y,,,"Mar 5, 2025",NCE,2030-02-14,9.075975359342916,4.999315537303217
11695,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,30MG,N,219304,3,,2025-02-14,Yes,Yes,RX,DECIPHERA PHARMACEUTICALS LLC,11679110,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11696,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,30MG,N,219304,3,,2025-02-14,Yes,Yes,RX,DECIPHERA PHARMACEUTICALS LLC,11103507,2040-02-03,,,U-4145,,"Mar 5, 2025",NCE,2030-02-14,14.967830253251197,4.999315537303217
11697,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,30MG,N,219304,3,,2025-02-14,Yes,Yes,RX,DECIPHERA PHARMACEUTICALS LLC,12285430,2039-12-23,,,U-4145,,"May 2, 2025",NCE,2030-02-14,14.85284052019165,4.999315537303217
11698,VIMSELTINIB,CAPSULE;ORAL,ROMVIMZA,DECIPHERA PHARMS,30MG,N,219304,3,,2025-02-14,Yes,Yes,RX,DECIPHERA PHARMACEUTICALS LLC,9181223,2034-03-14,Y,Y,,,"Mar 5, 2025",NCE,2030-02-14,9.075975359342916,4.999315537303217
11702,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9616059,2028-07-08,,,U-2618,,"Sep 13, 2019",NPP,2026-10-20,8.898015058179329,7.181382614647502
11703,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9616059,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-265,2026-08-15,8.898015058179329,7.000684462696783
11704,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9616059,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-313,2026-08-15,8.898015058179329,7.000684462696783
11705,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9616059,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-448,2030-10-20,8.898015058179329,11.181382614647502
11706,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10231965,2035-02-17,,,U-2618,,"Sep 13, 2019",NPP,2026-10-20,15.509924709103354,7.181382614647502
11707,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10231965,2035-02-17,,,U-2618,,"Sep 13, 2019",ODE-265,2026-08-15,15.509924709103354,7.000684462696783
11708,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10231965,2035-02-17,,,U-2618,,"Sep 13, 2019",ODE-313,2026-08-15,15.509924709103354,7.000684462696783
11709,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10231965,2035-02-17,,,U-2618,,"Sep 13, 2019",ODE-448,2030-10-20,15.509924709103354,11.181382614647502
11710,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9649306,2033-05-22,,,U-2618,,"Sep 13, 2019",NPP,2026-10-20,13.768651608487337,7.181382614647502
11711,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9649306,2033-05-22,,,U-2618,,"Sep 13, 2019",ODE-265,2026-08-15,13.768651608487337,7.000684462696783
11712,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9649306,2033-05-22,,,U-2618,,"Sep 13, 2019",ODE-313,2026-08-15,13.768651608487337,7.000684462696783
11713,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9649306,2033-05-22,,,U-2618,,"Sep 13, 2019",ODE-448,2030-10-20,13.768651608487337,11.181382614647502
11714,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,8673893,2028-07-08,,,U-2618,,"Sep 13, 2019",NPP,2026-10-20,8.898015058179329,7.181382614647502
11715,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,8673893,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-265,2026-08-15,8.898015058179329,7.000684462696783
11716,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,8673893,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-313,2026-08-15,8.898015058179329,7.000684462696783
11717,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,8673893,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-448,2030-10-20,8.898015058179329,11.181382614647502
11718,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9255087,2028-07-08,,,U-2618,,"Sep 13, 2019",NPP,2026-10-20,8.898015058179329,7.181382614647502
11719,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9255087,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-265,2026-08-15,8.898015058179329,7.000684462696783
11720,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9255087,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-313,2026-08-15,8.898015058179329,7.000684462696783
11721,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9255087,2028-07-08,,,U-2618,,"Sep 13, 2019",ODE-448,2030-10-20,8.898015058179329,11.181382614647502
11738,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10561651,2035-02-19,,,U-2745,,"Mar 13, 2020",NPP,2026-10-20,15.515400410677618,7.181382614647502
11739,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10561651,2035-02-19,,,U-2745,,"Mar 13, 2020",ODE-265,2026-08-15,15.515400410677618,7.000684462696783
11740,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10561651,2035-02-19,,,U-2745,,"Mar 13, 2020",ODE-313,2026-08-15,15.515400410677618,7.000684462696783
11741,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10561651,2035-02-19,,,U-2745,,"Mar 13, 2020",ODE-448,2030-10-20,15.515400410677618,11.181382614647502
11742,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10738037,2037-05-18,Y,Y,U-2946,,"Sep 9, 2020",NPP,2026-10-20,17.75770020533881,7.181382614647502
11743,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10738037,2037-05-18,Y,Y,U-2946,,"Sep 9, 2020",ODE-265,2026-08-15,17.75770020533881,7.000684462696783
11744,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10738037,2037-05-18,Y,Y,U-2946,,"Sep 9, 2020",ODE-313,2026-08-15,17.75770020533881,7.000684462696783
11745,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10738037,2037-05-18,Y,Y,U-2946,,"Sep 9, 2020",ODE-448,2030-10-20,17.75770020533881,11.181382614647502
11746,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11091469,2037-05-18,,,U-2617,,"Sep 10, 2021",NPP,2026-10-20,17.75770020533881,7.181382614647502
11747,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11091469,2037-05-18,,,U-2617,,"Sep 10, 2021",ODE-265,2026-08-15,17.75770020533881,7.000684462696783
11748,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11091469,2037-05-18,,,U-2617,,"Sep 10, 2021",ODE-313,2026-08-15,17.75770020533881,7.000684462696783
11749,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11091469,2037-05-18,,,U-2617,,"Sep 10, 2021",ODE-448,2030-10-20,17.75770020533881,11.181382614647502
11754,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9029356,2028-07-08,Y,Y,,,"Sep 13, 2019",NPP,2026-10-20,8.898015058179329,7.181382614647502
11755,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9029356,2028-07-08,Y,Y,,,"Sep 13, 2019",ODE-265,2026-08-15,8.898015058179329,7.000684462696783
11756,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9029356,2028-07-08,Y,Y,,,"Sep 13, 2019",ODE-313,2026-08-15,8.898015058179329,7.000684462696783
11757,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9029356,2028-07-08,Y,Y,,,"Sep 13, 2019",ODE-448,2030-10-20,8.898015058179329,11.181382614647502
11758,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085558,2028-07-08,,Y,,,"Sep 13, 2019",NPP,2026-10-20,8.898015058179329,7.181382614647502
11759,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085558,2028-07-08,,Y,,,"Sep 13, 2019",ODE-265,2026-08-15,8.898015058179329,7.000684462696783
11760,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085558,2028-07-08,,Y,,,"Sep 13, 2019",ODE-313,2026-08-15,8.898015058179329,7.000684462696783
11761,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085558,2028-07-08,,Y,,,"Sep 13, 2019",ODE-448,2030-10-20,8.898015058179329,11.181382614647502
11762,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11253515,2038-07-18,,Y,,,"Mar 22, 2022",NPP,2026-10-20,18.924024640657084,7.181382614647502
11763,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11253515,2038-07-18,,Y,,,"Mar 22, 2022",ODE-265,2026-08-15,18.924024640657084,7.000684462696783
11764,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11253515,2038-07-18,,Y,,,"Mar 22, 2022",ODE-313,2026-08-15,18.924024640657084,7.000684462696783
11765,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,11253515,2038-07-18,,Y,,,"Mar 22, 2022",ODE-448,2030-10-20,18.924024640657084,11.181382614647502
11766,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085565,2033-05-22,Y,Y,,,"Sep 13, 2019",NPP,2026-10-20,13.768651608487337,7.181382614647502
11767,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085565,2033-05-22,Y,Y,,,"Sep 13, 2019",ODE-265,2026-08-15,13.768651608487337,7.000684462696783
11768,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085565,2033-05-22,Y,Y,,,"Sep 13, 2019",ODE-313,2026-08-15,13.768651608487337,7.000684462696783
11769,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,9085565,2033-05-22,Y,Y,,,"Sep 13, 2019",ODE-448,2030-10-20,13.768651608487337,11.181382614647502
11770,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10398693,2038-07-18,,Y,,,"Sep 13, 2019",NPP,2026-10-20,18.924024640657084,7.181382614647502
11771,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10398693,2038-07-18,,Y,,,"Sep 13, 2019",ODE-265,2026-08-15,18.924024640657084,7.000684462696783
11772,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10398693,2038-07-18,,Y,,,"Sep 13, 2019",ODE-313,2026-08-15,18.924024640657084,7.000684462696783
11773,ENTRECTINIB,CAPSULE;ORAL,ROZLYTREK,GENENTECH INC,100MG,N,212725,1,,2019-08-15,Yes,No,RX,GENENTECH INC,10398693,2038-07-18,,Y,,,"Sep 13, 2019",ODE-448,2030-10-20,18.924024640657084,11.181382614647502
